selling_price,km_driven,mileage,engine,max_power,age,make,Individual,Trustmark Dealer,Diesel,Electric,LPG,Petrol,Manual,5,>5
2.5,76000,20.0,1399.0,68.0,11.0,FORD,0,0,1,0,0,0,1,1,0
2.48,90000,17.8,1399.0,68.0,13.0,FORD,1,0,1,0,0,0,1,1,0
2.25,73000,21.1,1197.0,85.8,13.0,MARUTI,0,0,0,0,0,1,1,1,0
6.5,38000,18.6,1197.0,81.86,5.0,HYUNDAI,0,0,0,0,0,1,1,1,0
4.75,79975,23.0,1396.0,90.0,11.0,HYUNDAI,0,0,1,0,0,0,1,1,0
5.6,81475,23.59,1364.0,67.05,7.0,TOYOTA,0,0,1,0,0,0,1,1,0
3.85,86000,23.1,998.0,67.04,9.0,MARUTI,0,0,0,0,0,1,0,1,0
7.0,35000,27.39,1248.0,74.0,5.0,MARUTI,0,0,1,0,0,0,1,1,0
18.5,86032,13.68,2393.0,147.8,6.0,TOYOTA,0,0,1,0,0,0,1,0,1
2.2,90000,18.6,1199.0,76.8,9.0,CHEVROLET,1,0,0,0,0,1,1,1,0
5.0,31200,20.51,998.0,67.0,7.0,MARUTI,1,0,0,0,0,1,0,1,0
2.75,60000,22.74,796.0,47.3,7.0,MARUTI,0,0,0,0,0,1,1,1,0
7.0,72000,24.52,1248.0,88.5,8.0,MARUTI,1,0,1,0,0,0,1,0,1
7.85,26830,23.0,1396.0,90.0,5.0,HYUNDAI,0,0,1,0,0,0,1,1,0
9.4,50950,17.8,1497.0,117.3,6.0,HONDA,0,0,0,0,0,1,1,1,0
2.05,36000,16.2,995.0,62.1,11.0,CHEVROLET,0,0,0,0,0,1,1,1,0
5.3,70000,24.4,1120.0,71.01,8.0,HYUNDAI,1,0,1,0,0,0,1,1,0
7.3,50000,21.21,1197.0,81.8,5.0,MARUTI,1,0,0,0,0,1,0,1,0
12.75,72000,15.8,2143.0,170.0,12.0,MERCEDES-BENZ,0,0,1,0,0,0,0,1,0
3.1,40000,20.3,998.0,68.05,5.0,HYUNDAI,1,0,0,0,0,1,1,1,0
7.21,13400,19.0,1194.0,94.68,4.0,FORD,1,0,0,0,0,1,1,1,0
9.5,71841,21.38,1396.0,88.7,6.0,HYUNDAI,0,0,1,0,0,0,1,1,0
7.5,10000,27.4,1498.0,98.63,4.0,HONDA,0,0,1,0,0,0,1,1,0
4.0,70000,14.0,2523.0,75.0,11.0,MAHINDRA,1,0,1,0,0,0,1,0,1
4.5,54000,23.1,998.0,67.04,7.0,MARUTI,0,0,0,0,0,1,0,1,0
8.25,55000,24.3,1248.0,88.5,6.0,MARUTI,0,0,1,0,0,0,1,1,0
10.5,134000,12.99,2494.0,100.6,7.0,TOYOTA,1,0,1,0,0,0,1,0,1
4.74,57000,20.5,1598.0,103.5,10.0,SKODA,0,0,1,0,0,0,1,1,0
0.7,30000,14.0,796.0,35.0,24.0,MARUTI,1,0,0,0,0,1,1,1,0
4.65,80000,19.3,1248.0,73.9,11.0,MARUTI,0,0,1,0,0,0,1,1,0
20.90249999999996,15000,10.5,2993.0,271.23,9.0,JAGUAR,0,0,1,0,0,0,0,0,0
20.90249999999996,50000,12.9,2993.0,271.23,11.0,JAGUAR,0,0,1,0,0,0,0,0,0
7.5,8700,21.4,1197.0,83.1,4.0,MARUTI,0,0,0,0,0,1,0,1,0
5.25,41000,20.14,1498.0,88.0,8.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
3.5,35000,17.0,1198.0,73.75,7.0,VOLKSWAGEN,1,0,0,0,0,1,1,1,0
4.1,66000,25.83,1498.0,99.0,8.0,FORD,0,0,1,0,0,0,1,1,0
7.2,85000,19.08,1582.0,126.2,7.0,HYUNDAI,0,0,1,0,0,0,0,1,0
5.0,120000,23.59,1364.0,67.05,8.0,TOYOTA,1,0,1,0,0,0,1,1,0
4.7,67000,16.1,1197.0,85.0,7.0,MARUTI,0,0,0,0,0,1,1,1,0
6.1,49726,21.01,1197.0,81.8,7.0,MARUTI,0,0,0,0,0,1,1,1,0
4.5,100000,22.54,1396.0,88.73,9.0,HYUNDAI,1,0,1,0,0,0,1,1,0
5.5,29000,17.3,1497.0,117.3,7.0,HONDA,1,0,0,0,0,1,1,0,1
2.1,110000,21.12,1248.0,88.8,13.0,TATA,1,0,1,0,0,0,1,1,0
3.75,113528,23.2,1248.0,73.94,11.0,MARUTI,0,0,1,0,0,0,1,1,0
5.65,27726,20.89,1197.0,81.8,6.0,MARUTI,0,0,0,0,0,1,0,1,0
5.4,106000,13.6,2523.0,63.0,12.0,MAHINDRA,0,0,1,0,0,0,1,0,1
3.25,118000,14.8,2499.0,80.0,16.0,CHEVROLET,0,0,1,0,0,0,1,0,1
1.75,76444,23.03,1396.0,69.0,13.0,TATA,0,0,1,0,0,0,1,1,0
20.90249999999996,50000,19.59,1995.0,184.0,6.0,BMW,0,0,1,0,0,0,0,1,0
3.1,48285,19.4,1422.0,70.0,15.0,SKODA,0,0,1,0,0,0,1,1,0
6.25,11000,18.9,1197.0,82.0,4.0,HYUNDAI,0,0,0,0,0,1,1,1,0
3.65,46260,22.3,799.0,53.26,7.0,RENAULT,0,0,0,0,0,1,1,1,0
10.0,50000,21.9,1498.0,98.6,7.0,HONDA,1,0,1,0,0,0,1,0,1
3.5,57723,20.36,1197.0,78.9,9.0,HYUNDAI,0,0,0,0,0,1,1,1,0
4.85,83000,22.9,1248.0,74.0,10.0,MARUTI,0,0,1,0,0,0,1,1,0
5.0,35000,22.54,1396.0,88.73,6.0,HYUNDAI,0,0,1,0,0,0,1,1,0
3.25,40000,23.2,1248.0,73.94,12.0,MARUTI,0,0,1,0,0,0,1,1,0
6.75,30000,21.04,1461.0,83.8,7.0,RENAULT,0,0,1,0,0,0,1,0,1
7.5,104000,22.54,1396.0,88.73,5.0,HYUNDAI,1,0,1,0,0,0,1,1,0
5.49,80000,25.83,1498.0,99.0,7.0,FORD,1,0,1,0,0,0,1,1,0
20.90249999999996,30000,18.25,1968.0,187.74,7.0,AUDI,0,0,1,0,0,0,0,1,0
1.25,30000,16.1,796.0,37.0,12.0,MARUTI,1,0,0,0,0,1,1,0,0
5.6,70000,15.96,2523.0,63.0,9.0,MAHINDRA,1,0,1,0,0,0,1,0,1
3.0,50000,20.36,1197.0,78.9,12.0,HYUNDAI,0,0,0,0,0,1,1,1,0
5.85,32000,18.6,1197.0,81.83,6.0,HYUNDAI,1,0,0,0,0,1,1,1,0
7.9,33000,18.6,1197.0,81.86,5.0,HYUNDAI,0,0,0,0,0,1,1,1,0
0.5,25016,16.1,796.0,37.0,24.0,MARUTI,1,0,0,0,0,1,1,0,0
4.11,22000,20.51,998.0,67.04,8.0,MARUTI,0,0,0,0,0,1,1,1,0
1.97,70000,17.0,1086.0,5.0,16.0,HYUNDAI,1,0,0,0,0,1,1,1,0
4.48,10000,24.04,999.0,67.0,4.0,RENAULT,1,0,0,0,0,1,0,1,0
2.8,90000,17.8,1248.0,5.0,15.0,MARUTI,1,0,1,0,0,0,1,1,0
2.65,55000,17.8,1248.0,5.0,14.0,MARUTI,0,0,1,0,0,0,1,1,0
15.75,23000,19.67,1582.0,126.2,4.0,HYUNDAI,0,0,1,0,0,0,1,1,0
5.25,71000,20.54,1598.0,103.6,10.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
5.6,81500,23.59,1364.0,67.1,9.0,TOYOTA,0,0,1,0,0,0,1,1,0
2.22,30000,19.09,1405.0,69.01,9.0,TATA,1,0,1,0,0,0,1,1,0
4.2,43000,20.89,1197.0,81.8,6.0,MARUTI,1,0,0,0,0,1,1,1,0
3.53,26500,23.01,999.0,67.0,4.0,RENAULT,0,0,0,0,0,1,1,1,0
5.65,22574,20.89,1197.0,81.8,6.0,MARUTI,0,0,0,0,0,1,0,1,0
6.5,55000,23.65,1248.0,88.5,8.0,MARUTI,1,0,1,0,0,0,1,1,0
2.73,55230,23.95,998.0,67.05,11.0,MARUTI,0,0,0,0,0,1,1,1,0
8.5,62000,24.3,1248.0,88.5,7.0,MARUTI,0,0,1,0,0,0,1,1,0
7.9,58000,17.0,1497.0,121.31,4.0,FORD,0,0,0,0,0,1,1,1,0
3.65,95000,21.14,1498.0,103.52,11.0,SKODA,0,0,1,0,0,0,1,1,0
10.4,66000,19.67,1582.0,126.2,6.0,HYUNDAI,0,0,1,0,0,0,1,1,0
2.8,50418,22.74,796.0,47.3,10.0,MARUTI,0,0,0,0,0,1,1,1,0
6.5,51306,23.4,1248.0,74.0,6.0,MARUTI,0,0,1,0,0,0,1,1,0
5.0,21200,25.83,1498.0,99.0,7.0,FORD,1,0,1,0,0,0,1,1,0
8.95,89000,24.3,1248.0,88.5,5.0,MARUTI,0,0,1,0,0,0,1,1,0
4.0,132000,24.4,1120.0,71.0,7.0,HYUNDAI,1,0,1,0,0,0,1,1,0
8.5,850000,19.87,1461.0,83.8,6.0,RENAULT,0,0,1,0,0,0,1,1,0
9.21,52500,21.38,1396.0,88.7,7.0,HYUNDAI,1,0,1,0,0,0,1,1,0
4.2,5000,19.49,1198.0,67.04,6.0,NISSAN,1,0,0,0,0,1,1,1,0
3.65,74000,19.4,1198.0,86.8,10.0,HONDA,0,0,0,0,0,1,1,1,0
11.7,50000,16.0,2179.0,140.0,8.0,MAHINDRA,1,0,1,0,0,0,0,0,1
2.75,67000,20.0,1399.0,68.0,13.0,FORD,0,0,1,0,0,0,1,1,0
3.0,54938,24.7,796.0,47.3,6.0,MARUTI,0,0,0,0,0,1,1,1,0
7.39,14000,28.4,1248.0,74.0,5.0,MARUTI,0,0,1,0,0,0,1,1,0
11.95,54000,17.01,1582.0,126.2,6.0,HYUNDAI,0,0,1,0,0,0,0,1,0
9.0,91062,24.3,1248.0,88.5,6.0,MARUTI,0,0,1,0,0,0,1,1,0
4.8,72658,15.96,2523.0,63.0,8.0,MAHINDRA,0,0,1,0,0,0,1,0,1
3.25,82000,21.64,1461.0,84.8,11.0,NISSAN,0,0,1,0,0,0,1,1,0
13.2,67067,16.0,1997.0,140.0,8.0,MAHINDRA,0,0,1,0,0,0,1,0,1
10.0,72248,19.67,1582.0,126.2,8.0,HYUNDAI,0,0,1,0,0,0,1,1,0
8.8,50000,22.32,1582.0,126.32,6.0,HYUNDAI,0,0,1,0,0,0,0,1,0
6.0,16500,20.85,1197.0,83.14,8.0,MARUTI,1,0,0,0,0,1,1,1,0
4.9,40876,16.6,1199.0,88.51,8.0,HONDA,0,0,0,0,0,1,1,1,0
3.21,110000,25.0,1396.0,69.01,8.0,TATA,1,0,1,0,0,0,1,1,0
4.65,94000,13.7,2197.0,138.0,12.0,TATA,0,0,1,0,0,0,1,0,1
3.5,70000,25.32,1198.0,77.0,7.0,MAHINDRA,1,0,1,0,0,0,1,0,1
20.90249999999996,39000,15.3,2993.0,258.0,9.0,BMW,0,0,1,0,0,0,0,1,0
14.67,20000,14.28,1798.0,138.03,5.0,TOYOTA,1,0,0,0,0,1,1,1,0
2.65,93000,20.0,1399.0,68.0,13.0,FORD,0,0,1,0,0,0,1,1,0
7.0,50000,28.4,1248.0,74.02,6.0,MARUTI,1,0,1,0,0,0,1,1,0
14.25,15000,17.6,2179.0,153.86,4.0,TATA,1,0,1,0,0,0,1,0,1
2.9,105000,18.5,1197.0,82.85,10.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.9,64000,25.32,1198.0,77.0,6.0,MAHINDRA,1,0,1,0,0,0,1,0,1
7.8,8600,19.0,1194.0,94.68,4.0,FORD,1,0,0,0,0,1,1,1,0
4.36,11999,20.51,998.0,67.04,7.0,MARUTI,0,0,0,0,0,1,1,1,0
4.75,47000,17.0,1197.0,80.0,10.0,HYUNDAI,0,0,0,0,0,1,1,1,0
2.75,70000,25.44,936.0,57.6,10.0,CHEVROLET,1,0,1,0,0,0,1,1,0
1.7,104473,15.7,1476.3274007038713,5.0,13.0,FIAT,0,0,0,0,0,1,1,1,0
6.45,15000,18.9,1197.0,81.86,5.0,HYUNDAI,0,0,0,0,0,1,0,1,0
2.0,110000,23.01,999.0,67.0,6.0,RENAULT,1,0,0,0,0,1,1,1,0
5.4,85000,19.6,1461.0,108.45,9.0,RENAULT,0,0,1,0,0,0,1,1,0
3.3,361446,13.6,2523.0,63.0,12.0,MAHINDRA,1,0,1,0,0,0,1,0,1
4.5,18000,18.9,998.0,67.1,9.0,MARUTI,0,0,0,0,0,1,1,1,0
8.75,14000,21.5,1497.0,108.5,5.0,TATA,1,0,1,0,0,0,1,1,0
3.8,35914,23.01,999.0,67.0,6.0,RENAULT,0,0,0,0,0,1,1,1,0
6.5,18000,20.85,1197.0,83.14,5.0,MARUTI,0,0,0,0,0,1,1,1,0
3.25,83004,23.2,1248.0,73.94,11.0,MARUTI,0,0,1,0,0,0,1,1,0
16.5,52100,16.55,1968.0,140.0,9.0,AUDI,0,0,1,0,0,0,0,1,0
5.5,70000,17.1,1591.0,121.4,10.0,HYUNDAI,1,0,0,0,0,1,0,1,0
1.9,50000,20.36,1197.0,78.9,12.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.0,60000,20.51,998.0,67.0,8.0,MARUTI,1,0,0,0,0,1,0,1,0
4.75,75137,26.59,1248.0,74.0,8.0,MARUTI,0,0,1,0,0,0,1,1,0
6.0,32700,18.16,1196.0,86.8,6.0,FORD,1,0,0,0,0,1,1,1,0
9.5,35000,17.0,1591.0,121.3,5.0,HYUNDAI,1,0,0,0,0,1,0,1,0
7.2,29000,28.4,1248.0,74.02,5.0,MARUTI,1,0,1,0,0,0,1,1,0
0.65,60000,16.1,796.0,37.0,15.0,MARUTI,1,0,0,0,0,1,1,0,0
7.5,50000,22.54,1396.0,88.73,5.0,HYUNDAI,1,0,1,0,0,0,1,1,0
2.7,150624,13.45,1086.0,62.1,10.0,HYUNDAI,0,0,0,0,1,0,1,1,0
12.85,110000,12.99,2494.0,100.6,8.0,TOYOTA,0,0,1,0,0,0,1,0,1
2.5,35000,22.74,796.0,47.3,9.0,MARUTI,0,0,0,0,0,1,1,1,0
5.1,63786,21.9,1396.0,88.76,10.0,HYUNDAI,0,0,1,0,0,0,1,1,0
2.0,228104,23.03,1396.0,69.0,12.0,TATA,0,0,1,0,0,0,1,1,0
5.0,100000,13.14,1798.0,157.8,11.0,SKODA,1,0,0,0,0,1,1,1,0
20.90249999999996,67000,17.68,1968.0,174.33,8.0,AUDI,0,0,1,0,0,0,0,1,0
8.25,55000,15.0,1896.0,105.0,11.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
4.5,26653,19.4,1198.0,86.8,9.0,HONDA,0,0,0,0,0,1,1,1,0
5.0,48000,17.0,1497.0,118.0,13.0,HONDA,0,0,0,0,0,1,1,1,0
4.75,150000,22.95,1248.0,74.0,6.0,TATA,1,0,1,0,0,0,1,1,0
4.7,10290,20.3,1086.0,68.0,4.0,HYUNDAI,0,0,0,0,0,1,0,1,0
2.45,97000,20.36,1197.0,78.9,16.0,HYUNDAI,0,0,0,0,0,1,1,1,0
2.5,80000,25.0,1405.0,69.0,8.0,TATA,1,0,1,0,0,0,1,1,0
5.5,110000,23.4,1248.0,74.0,6.0,MARUTI,1,0,1,0,0,0,1,1,0
20.90249999999996,49000,17.68,1968.0,174.33,9.0,AUDI,0,0,1,0,0,0,0,1,0
6.1,85000,22.54,1396.0,88.73,8.0,HYUNDAI,0,0,1,0,0,0,1,1,0
6.0,8000,19.83,1198.0,67.0,5.0,DATSUN,1,0,0,0,0,1,1,0,1
3.99,75000,23.59,1364.0,5.0,11.0,TOYOTA,0,0,1,0,0,0,1,1,0
5.2,65100,25.2,1248.0,74.0,8.0,MARUTI,0,0,1,0,0,0,1,1,0
4.45,9000,23.01,999.0,67.0,5.0,RENAULT,0,0,0,0,0,1,0,1,0
16.0,85875,13.2,1995.0,170.0,9.0,BMW,0,0,1,0,0,0,0,1,0
2.3,78000,20.36,1197.0,78.9,13.0,HYUNDAI,0,0,0,0,0,1,1,1,0
5.0,25000,16.95,1498.0,97.6,8.0,NISSAN,1,0,0,0,0,1,1,1,0
6.85,45498,26.21,1248.0,88.5,9.0,MARUTI,0,0,1,0,0,0,1,1,0
9.5,58511,24.3,1248.0,88.5,5.0,MARUTI,0,0,1,0,0,0,1,1,0
1.5,162245,15.3,1341.0,83.0,16.0,HYUNDAI,1,0,0,0,0,1,1,1,0
5.0,8973,20.51,998.0,67.04,5.0,MARUTI,0,0,0,0,0,1,1,1,0
6.25,102719,22.7,1498.0,89.84,9.0,FORD,0,0,1,0,0,0,1,1,0
18.0,120000,12.55,2982.0,168.5,7.0,TOYOTA,1,0,1,0,0,0,1,0,1
20.90249999999996,24000,14.49,2993.0,258.0,8.0,BMW,0,0,1,0,0,0,0,1,0
4.75,216000,12.99,2494.0,100.0,15.0,TOYOTA,0,0,1,0,0,0,1,0,1
11.0,25000,23.7,1493.0,98.6,4.0,HYUNDAI,1,0,1,0,0,0,1,1,0
2.75,64684,20.36,1197.0,78.9,15.0,HYUNDAI,0,0,0,0,0,1,1,1,0
2.95,88126,16.8,1493.0,110.0,13.0,HYUNDAI,0,0,1,0,0,0,1,1,0
5.25,43000,16.47,1198.0,73.9,9.0,VOLKSWAGEN,0,0,0,0,0,1,1,1,0
3.9,66000,23.2,1248.0,73.94,9.0,MARUTI,0,0,1,0,0,0,1,1,0
12.5,4386,17.4,1497.0,117.6,3.0,HONDA,0,0,0,0,0,1,1,1,0
8.15,10597,18.7,1199.0,88.7,4.0,HONDA,0,0,0,0,0,1,1,1,0
8.0,119458,12.8,2494.0,102.0,12.0,TOYOTA,0,0,1,0,0,0,1,0,1
10.6,14000,18.15,998.0,118.35,4.0,HYUNDAI,0,0,0,0,0,1,0,1,0
4.85,38000,20.35,1197.0,81.86,10.0,HYUNDAI,0,0,0,0,0,1,1,1,0
4.2,73000,22.07,1199.0,73.9,10.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
1.8,70000,25.44,936.0,57.6,10.0,CHEVROLET,1,0,1,0,0,0,1,1,0
0.6,60000,17.0,1086.0,5.0,20.0,HYUNDAI,1,0,0,0,0,0,1,1,0
4.9,66000,23.59,1364.0,67.06,8.0,TOYOTA,0,0,1,0,0,0,1,1,0
6.4,25000,16.78,1496.0,88.73,6.0,TOYOTA,0,0,0,0,0,1,1,1,0
3.5,99008,22.9,1248.0,74.0,12.0,MARUTI,0,0,1,0,0,0,1,1,0
18.99,84000,13.5,2987.0,282.0,13.0,MERCEDES-BENZ,0,0,1,0,0,0,0,1,0
3.75,45000,19.2,1197.0,80.0,12.0,HYUNDAI,0,0,0,0,0,1,0,1,0
8.45,40667,25.0,1493.0,113.42,6.0,HYUNDAI,0,0,1,0,0,0,1,1,0
8.5,90000,15.1,2179.0,140.0,10.0,MAHINDRA,1,0,1,0,0,0,1,0,1
5.35,21585,18.9,1197.0,81.86,5.0,HYUNDAI,0,0,0,0,0,1,0,1,0
6.0,25000,25.5,1498.0,98.6,5.0,HONDA,0,0,1,0,0,0,1,1,0
1.0,50000,18.2,1061.0,64.0,16.0,MARUTI,1,0,0,0,0,1,1,1,0
5.5,80400,16.8,1497.0,116.4,10.0,HONDA,0,0,0,0,0,1,0,1,0
4.6,69000,24.7,1498.0,98.63,8.0,HONDA,0,0,1,0,0,0,1,1,0
5.65,101000,28.4,1248.0,74.0,8.0,MARUTI,0,0,1,0,0,0,1,1,0
2.1,70000,21.1,814.0,55.2,7.0,HYUNDAI,1,0,0,0,0,1,1,1,0
5.5,70000,12.8,2494.0,102.0,12.0,TOYOTA,1,0,1,0,0,0,1,0,1
6.25,20000,18.9,1197.0,81.86,5.0,HYUNDAI,1,0,0,0,0,1,1,1,0
4.45,70000,21.9,1396.0,88.76,10.0,HYUNDAI,0,0,1,0,0,0,1,1,0
6.5,76000,27.39,1248.0,74.0,7.0,MARUTI,0,0,1,0,0,0,1,1,0
10.75,70763,22.15,1498.0,108.6,6.0,VOLKSWAGEN,0,0,1,0,0,0,0,1,0
3.95,60000,17.8,1248.0,75.0,11.0,MARUTI,0,0,1,0,0,0,1,1,0
5.3,65922,18.6,1197.0,81.83,8.0,HYUNDAI,0,0,0,0,0,1,1,1,0
11.5,63500,16.07,1995.0,181.0,12.0,BMW,0,0,1,0,0,0,0,0,0
10.25,36000,25.1,1248.0,88.5,5.0,MARUTI,0,0,1,0,0,0,1,1,0
7.4,5600,19.0,1194.0,94.68,4.0,FORD,0,0,0,0,0,1,1,1,0
3.5,93000,15.0,1598.0,103.52,11.0,SKODA,0,0,0,0,0,1,1,1,0
1.5,90000,13.6,2523.0,63.0,20.0,MAHINDRA,1,0,1,0,0,0,1,0,1
3.7,20000,21.1,814.0,55.2,8.0,HYUNDAI,0,0,0,0,0,1,1,1,0
12.75,62000,17.01,1582.0,126.2,7.0,HYUNDAI,0,0,1,0,0,0,0,1,0
7.8,185000,12.8,2494.0,102.0,12.0,TOYOTA,0,0,1,0,0,0,1,0,1
3.55,55000,15.37,1196.0,73.0,7.0,MARUTI,0,0,0,0,0,1,1,1,0
20.90249999999996,72279,14.21,2143.0,203.0,9.0,MERCEDES-BENZ,0,0,1,0,0,0,0,1,0
3.5,40000,22.5,999.0,67.0,5.0,DATSUN,1,0,0,0,0,1,1,1,0
5.2,160000,23.59,1364.0,67.05,7.0,TOYOTA,1,0,1,0,0,0,1,1,0
5.85,20600,18.6,1197.0,81.83,5.0,HYUNDAI,1,0,0,0,0,1,1,1,0
7.25,24000,18.6,1197.0,81.83,6.0,HYUNDAI,0,0,0,0,0,1,1,1,0
5.15,48000,24.4,1120.0,71.01,9.0,HYUNDAI,0,0,1,0,0,0,1,1,0
1.0,200000,17.2,1396.0,53.5,13.0,TATA,1,0,1,0,0,0,1,1,0
1.8,31000,17.7,1497.0,78.0,17.0,HONDA,0,0,0,0,0,1,1,1,0
6.9,73389,22.7,1498.0,89.84,8.0,FORD,0,0,1,0,0,0,1,1,0
8.5,50000,26.0,1498.0,98.6,7.0,HONDA,1,0,1,0,0,0,1,1,0
4.51,74100,25.2,1248.0,74.0,9.0,MARUTI,0,0,1,0,0,0,1,1,0
5.9,5000,23.84,1199.0,83.83,4.0,TATA,1,0,0,0,0,1,0,1,0
3.9,80000,19.0,1197.0,85.8,8.0,MARUTI,1,0,0,0,0,0,1,1,0
0.9,162000,14.8,2499.0,80.0,18.0,CHEVROLET,1,0,1,0,0,0,1,0,1
6.8,77000,21.14,1498.0,103.6,8.0,SKODA,0,0,1,0,0,0,1,1,0
2.1,49650,19.7,796.0,46.3,13.0,MARUTI,0,0,0,0,0,1,1,1,0
9.5,37000,17.8,1497.0,117.3,6.0,HONDA,0,0,0,0,0,1,1,1,0
15.75,46241,16.0,2179.0,138.0,4.0,MAHINDRA,0,1,1,0,0,0,1,0,1
12.5,83300,17.2,1968.0,138.03,9.0,SKODA,0,0,1,0,0,0,0,1,0
12.45,88000,17.01,1582.0,126.2,7.0,HYUNDAI,0,0,1,0,0,0,0,1,0
3.65,78000,16.95,1197.0,78.9,12.0,HYUNDAI,0,0,0,0,0,1,0,1,0
2.25,52000,22.74,796.0,47.3,7.0,MARUTI,1,0,0,0,0,1,1,1,0
5.95,62000,20.85,1197.0,83.14,8.0,MARUTI,0,0,0,0,0,1,1,1,0
4.5,31000,18.9,1197.0,82.0,9.0,HYUNDAI,0,0,0,0,0,1,1,1,0
1.4,120000,19.7,1476.3274007038713,5.0,12.0,MARUTI,1,0,0,0,0,1,1,1,0
5.11,28000,18.9,1197.0,82.0,6.0,HYUNDAI,0,0,0,0,0,1,1,1,0
3.1,15000,24.7,796.0,47.3,5.0,MARUTI,1,0,0,0,0,1,1,1,0
2.5,70000,22.74,796.0,47.3,7.0,MARUTI,1,0,0,0,0,1,1,1,0
3.3,120000,20.36,1197.0,78.9,10.0,HYUNDAI,1,0,0,0,0,1,1,1,0
7.3,75100,19.6,1461.0,108.45,7.0,RENAULT,0,0,1,0,0,0,0,1,0
7.0,47000,17.21,1197.0,103.5,6.0,VOLKSWAGEN,0,0,0,0,0,1,0,1,0
3.5,48000,19.49,1198.0,67.04,8.0,NISSAN,1,0,0,0,0,1,1,1,0
1.55,64857,20.0,1399.0,68.0,13.0,FORD,0,0,1,0,0,0,1,1,0
5.0,40000,18.16,1196.0,86.8,7.0,FORD,1,0,0,0,0,1,1,1,0
2.3,59740,20.36,1197.0,78.9,14.0,HYUNDAI,0,0,0,0,0,1,1,1,0
1.5,90000,16.36,1495.0,93.7,14.0,HYUNDAI,1,0,0,0,0,1,1,1,0
18.0,135000,11.36,2755.0,171.5,5.0,TOYOTA,0,0,1,0,0,0,0,0,1
2.85,80000,14.0,2498.0,112.0,11.0,MAHINDRA,0,0,1,0,0,0,1,0,1
5.9,75815,20.14,1498.0,88.5,7.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
3.6,72000,28.4,1248.0,74.0,11.0,MARUTI,0,0,1,0,0,0,1,1,0
8.5,90000,21.5,1497.0,108.5,5.0,TATA,1,0,1,0,0,0,1,1,0
9.75,40000,22.0,1582.0,126.2,5.0,HYUNDAI,1,0,1,0,0,0,1,1,0
4.31,19010,23.1,998.0,67.04,8.0,MARUTI,0,0,0,0,0,1,1,1,0
7.0,100000,15.1,2179.0,140.0,10.0,MAHINDRA,1,0,1,0,0,0,1,0,1
7.95,90327,19.33,1968.0,138.1,10.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
5.98,31834,24.0,1186.0,73.97,5.0,HYUNDAI,0,0,1,0,0,0,1,1,0
1.9,82358,14.8,2499.0,80.0,11.0,CHEVROLET,0,0,1,0,0,0,1,0,1
2.5,25000,18.2,1199.0,84.8,10.0,CHEVROLET,1,0,0,0,0,1,1,1,0
4.7,32388,21.63,998.0,67.04,6.0,MARUTI,0,0,0,0,0,1,0,1,0
7.0,60000,25.4,1186.0,73.97,4.0,HYUNDAI,1,0,1,0,0,0,1,1,0
2.52,50000,25.17,799.0,53.3,7.0,RENAULT,1,0,0,0,0,1,1,1,0
2.3,110000,18.1,1493.0,110.0,15.0,HYUNDAI,1,0,1,0,0,0,1,1,0
17.9,5400,16.8,1353.0,138.0,4.0,KIA,0,0,0,0,0,1,0,1,0
2.5,120000,20.0,1399.0,68.1,10.0,FORD,1,0,1,0,0,0,1,1,0
8.0,110000,24.3,1248.0,88.5,7.0,MARUTI,1,0,1,0,0,0,1,1,0
5.7,15000,25.32,1198.0,77.0,6.0,MAHINDRA,0,0,1,0,0,0,1,1,0
5.2,75000,23.0,1396.0,90.0,8.0,HYUNDAI,0,0,1,0,0,0,1,1,0
4.25,1001,23.0,999.0,67.0,3.0,DATSUN,0,0,0,0,0,1,0,1,0
7.25,52000,28.09,1248.0,88.5,6.0,MARUTI,0,0,1,0,0,0,1,1,0
11.99,66000,13.0,1591.0,121.3,6.0,HYUNDAI,0,0,0,0,0,1,0,1,0
5.4,78389,24.0,1120.0,70.0,8.0,HYUNDAI,0,0,1,0,0,0,1,1,0
2.3,100000,14.8,2499.0,80.0,18.0,CHEVROLET,1,0,1,0,0,0,1,0,1
6.6,64000,22.54,1396.0,88.73,8.0,HYUNDAI,0,0,1,0,0,0,1,1,0
6.3,20000,18.6,1197.0,81.86,4.0,HYUNDAI,1,0,0,0,0,1,1,1,0
4.3,54892,23.59,1364.0,67.06,9.0,TOYOTA,0,0,1,0,0,0,1,1,0
7.9,22200,28.4,1248.0,74.02,3.0,MARUTI,0,0,1,0,0,0,0,1,0
1.0,20000,17.0,1476.3274007038713,5.0,20.0,HYUNDAI,1,0,0,0,0,1,1,1,0
4.75,82000,27.3,1498.0,98.6,8.0,HONDA,0,0,1,0,0,0,1,1,0
7.5,8345,19.0,1199.0,88.76,4.0,HONDA,1,0,0,0,0,1,0,1,0
3.11,45000,23.2,1248.0,73.94,12.0,MARUTI,0,0,1,0,0,0,1,1,0
